state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
196164,-824,8098,-568,74,-6,27,14066,-4,-1,0,0,37477,127,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,949,0
196169,-838,8090,-552,68,-14,29,14067,-1,1,0,0,37478,126,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196169,0
196174,-828,8062,-552,65,-9,24,14068,4,4,-2,0,37478,126,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196174,0
196179,-824,8078,-548,74,-7,28,14067,4,2,0,0,37484,121,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196179,0
196184,-832,8098,-584,62,-10,25,14067,-2,0,-1,0,37484,121,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196184,0
196189,-830,8106,-548,63,-12,24,14067,0,-1,0,0,37482,114,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196189,0
196194,-830,8096,-562,63,-7,31,14067,3,0,-1,0,37482,114,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196194,0
196199,-860,8078,-570,63,-10,25,14067,9,-1,-1,0,37482,117,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196199,0
196204,-834,8080,-554,63,-3,24,14068,2,-3,-2,0,37482,117,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196204,0
196209,-840,8076,-546,63,-9,27,14066,0,3,-1,0,37482,125,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196209,0
196214,-906,8086,-562,55,-5,27,14067,-2,-2,-1,0,37482,125,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196214,0
196219,-888,8062,-558,57,-14,24,14068,5,-2,0,0,37476,125,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196219,0
196224,-876,8062,-548,63,-2,27,14067,5,0,0,0,37476,125,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196224,0
196229,-898,8076,-572,58,-10,30,14067,0,-3,0,0,37476,126,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196229,0
196234,-876,8066,-548,61,-3,36,14066,-4,-3,0,0,37476,126,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196235,0
196239,-874,8084,-556,57,-8,36,14067,-2,3,-2,0,37475,128,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196240,0
196244,-860,8088,-540,57,-15,32,14068,4,-2,-3,0,37475,128,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196245,0
196249,-824,8082,-566,57,-10,35,14068,3,-3,0,0,37475,129,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196251,0
196254,-836,8082,-570,58,-9,34,14066,-2,0,-2,0,37475,129,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196256,0
196259,-818,8098,-538,56,-9,33,14067,-3,-4,-2,0,37475,125,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196261,0
196264,-810,8082,-568,54,-10,37,14067,5,3,-2,0,37475,125,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196266,0
196269,-816,8084,-538,52,-7,32,14067,0,0,-2,0,37474,126,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196271,0
196274,-834,8076,-566,56,-6,27,14067,4,3,-2,0,37474,126,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196276,0
196279,-820,8072,-552,55,-7,27,14067,-2,-3,1,0,37474,129,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,196281,0
