state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
64955,-1096,8058,-200,78,-28,34,41028,-4,-2,6,0,36998,146,30,65,0,0,0,0,0,0,0,0,-32305,0,0,0,0,0,1298,0
64960,-1078,8052,-204,84,-28,33,41028,-10,2,7,0,36998,146,30,65,0,0,0,0,0,0,0,0,-32305,0,0,0,0,0,64960,0
64965,-1106,8054,-192,82,-26,37,41028,5,-1,7,0,37000,141,30,65,0,0,0,0,0,0,0,0,-32305,0,0,0,0,0,64965,0
64970,-1084,8064,-226,75,-30,30,41026,-4,0,9,0,37000,141,30,65,0,0,0,0,0,0,0,0,-32305,0,0,0,0,0,64970,0
64975,-1100,8070,-210,86,-29,37,41024,-8,-4,12,0,36998,150,30,65,0,0,0,0,0,0,0,0,-32305,0,0,0,0,0,64975,0
64980,-1090,8094,-220,88,-26,36,41023,-10,-5,18,0,36998,150,30,65,0,0,0,0,0,0,0,0,-32305,0,0,0,0,0,64980,0
64985,-1100,8066,-202,84,-24,34,41019,-14,-11,28,0,36990,155,30,65,0,0,0,0,0,0,0,0,-32306,0,0,0,0,0,64985,0
64990,-1114,8060,-212,79,-28,36,41011,-32,-14,47,0,36990,155,30,65,0,0,0,0,0,0,0,0,-32306,0,0,0,0,0,64990,0
64995,-1132,8038,-216,78,-28,39,40999,-62,-33,82,0,36990,152,30,65,0,0,0,0,0,0,0,0,-32305,0,0,0,0,0,64995,0
65000,-1234,8018,-214,79,-27,47,40980,-87,-55,119,0,36990,152,30,65,0,0,0,0,0,0,0,0,-32306,0,0,0,0,0,65000,0
65005,-1242,8012,-228,83,-31,48,40966,-63,-52,114,0,36992,153,30,65,0,0,0,0,0,0,0,0,-32306,0,0,0,0,0,65005,0
65010,-1176,8028,-210,77,-30,53,40957,-33,-30,78,0,36992,153,30,65,0,0,0,0,0,0,0,0,-32305,0,0,0,0,0,65010,0
65015,-1100,8072,-212,80,-27,53,40947,-42,7,72,0,36993,145,30,65,0,0,0,0,0,0,0,0,-32306,0,0,0,0,0,65015,0
