state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
5465024,-1118,-136,-8488,-29,22,59,860624,-1,-2,1,0,36053,142,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,911,0
5465026,-1118,-136,-8488,-29,22,59,860623,-2,-2,1,0,36058,141,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465026,0
5465028,-1098,-168,-8528,-27,22,61,860625,6,6,1,0,36058,141,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465028,0
5465030,-1098,-168,-8528,-27,22,61,860624,2,-2,0,0,36058,141,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465030,0
5465032,-1128,-130,-8530,-26,24,60,860624,-7,0,0,0,36058,141,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465032,0
5465034,-1128,-130,-8530,-26,24,60,860625,4,0,0,0,36058,141,35,79,16,0,0,0,0,0,0,0,-32293,0,0,0,0,0,5465034,0
5465036,-1106,-122,-8510,-28,24,61,860624,3,-3,0,0,36058,145,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465036,0
5465038,-1106,-122,-8510,-28,24,61,860624,-7,0,1,0,36058,145,35,79,16,0,0,0,0,0,0,0,-32293,0,0,0,0,0,5465038,0
5465040,-1130,-162,-8504,-27,24,65,860623,-1,0,2,0,36058,145,35,79,16,0,0,0,0,0,0,0,-32293,0,0,0,0,0,5465040,0
5465042,-1130,-162,-8504,-27,24,65,860625,2,-3,2,0,36058,145,35,79,16,0,0,0,0,0,0,0,-32293,0,0,0,0,0,5465042,0
5465044,-1102,-160,-8524,-17,20,60,860625,3,3,2,0,36058,145,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465044,0
5465046,-1102,-160,-8524,-17,20,60,860625,4,1,1,0,36058,148,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465046,0
5465048,-1114,-138,-8502,-20,25,58,860624,-5,-3,1,0,36058,148,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465048,0
5465050,-1114,-138,-8502,-20,25,58,860624,-3,0,1,0,36058,148,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465050,0
5465052,-1106,-126,-8498,-26,20,63,860623,-1,-2,2,0,36058,148,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465052,0
5465054,-1106,-126,-8498,-26,20,63,860624,0,2,1,0,36058,148,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465054,0
5465056,-1102,-152,-8508,-19,24,60,860624,3,-2,1,0,36051,148,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465056,0
5465058,-1102,-152,-8508,-19,24,60,860624,2,-2,1,0,36051,148,35,79,16,0,0,0,0,0,0,0,-32293,0,0,0,0,0,5465058,0
5465060,-1108,-132,-8502,-24,16,64,860624,0,-2,0,0,36051,148,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465060,0
5465062,-1108,-132,-8502,-24,16,64,860623,-5,1,0,0,36051,148,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465062,0
5465064,-1108,-164,-8496,-26,22,68,860622,-4,-4,0,0,36051,148,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465064,0
5465066,-1108,-164,-8496,-26,22,68,860623,-1,-1,0,0,36053,138,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465066,0
5465068,-1110,-146,-8512,-25,24,64,860623,4,-3,0,0,36053,138,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465068,0
5465070,-1110,-146,-8512,-25,24,64,860624,1,0,0,0,36053,138,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465070,0
5465072,-1124,-148,-8526,-31,24,56,860623,0,-1,0,0,36053,138,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465072,0
5465074,-1124,-148,-8526,-31,24,56,860625,0,4,0,0,36053,138,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465074,0
5465076,-1110,-146,-8514,-26,24,57,860623,1,1,1,0,36053,137,35,79,16,0,0,0,0,0,0,0,-32293,0,0,0,0,0,5465076,0
5465078,-1110,-146,-8514,-26,24,57,860625,0,4,0,0,36053,137,35,79,16,0,0,0,0,0,0,0,-32293,0,0,0,0,0,5465078,0
5465080,-1112,-150,-8504,-28,18,61,860622,-4,-5,0,0,36053,137,35,79,16,0,0,0,0,0,0,0,-32294,0,0,0,0,0,5465080,0
