state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
968262,-838,8104,-556,78,-5,11,132269,0,-2,4,0,36940,128,32,66,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1253,0
968267,-860,8090,-538,78,-11,19,132269,1,-1,3,0,36939,132,32,66,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,968267,0
968272,-840,8086,-538,73,-10,22,132269,0,-1,3,0,36939,132,32,66,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,968272,0
968277,-844,8102,-548,66,-7,18,132270,9,4,4,0,36938,131,32,66,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,968277,0
968282,-864,8098,-552,77,-6,18,132269,0,-1,5,0,36938,131,32,66,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,968282,0
968287,-846,8092,-560,65,-8,19,132268,-5,-2,6,0,36932,125,32,66,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,968287,0
968292,-876,8098,-556,71,-7,18,132269,1,1,6,0,36932,125,32,66,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,968292,0
968297,-876,8086,-554,71,-10,25,132270,1,-2,4,0,36931,130,32,66,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,968297,0
968302,-874,8064,-560,66,-4,25,132268,4,-1,4,0,36931,130,32,66,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,968302,0
968307,-884,8082,-550,69,-3,22,132269,-2,-1,4,0,36930,131,32,66,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,968307,0
968312,-866,8058,-552,67,-9,35,132269,0,1,3,0,36930,131,32,66,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,968312,0
