state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
167122,-1140,8086,-128,73,-8,32,14070,0,6,2,0,36412,135,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,1282,0
167127,-1164,8092,-120,64,-10,26,14070,2,2,1,0,36412,135,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,167127,0
167132,-1162,8080,-128,70,-6,25,14071,7,3,1,0,36409,132,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167132,0
167137,-1144,8086,-134,74,-11,30,14070,4,0,1,0,36409,132,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167137,0
167142,-1168,8080,-122,72,-8,26,14069,-2,-1,2,0,36407,131,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167142,0
167147,-1150,8064,-122,74,-10,28,14070,0,0,2,0,36407,131,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167147,0
167152,-1176,8074,-118,78,-9,25,14069,-1,-2,2,0,36408,128,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167152,0
167157,-1156,8070,-98,74,-9,27,14069,0,4,2,0,36408,128,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167157,0
167162,-1174,8076,-110,77,-9,21,14070,0,1,3,0,36409,136,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167162,0
167167,-1148,8060,-104,73,-7,29,14069,0,0,2,0,36409,136,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,167167,0
167172,-1172,8078,-114,71,-10,27,14070,0,2,2,0,36407,133,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167172,0
167177,-1148,8078,-118,75,-9,27,14070,-2,1,3,0,36407,133,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167177,0
167182,-1164,8080,-106,76,-7,23,14070,1,0,2,0,36405,120,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167182,0
167187,-1160,8080,-126,74,-9,25,14070,8,1,1,0,36405,120,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167187,0
167192,-1190,8068,-118,76,-8,28,14068,-2,0,2,0,36412,115,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,167192,0
167197,-1162,8074,-120,70,-11,27,14069,-1,-1,2,0,36412,115,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167197,0
167202,-1146,8074,-120,74,-12,28,14069,0,0,1,0,36411,125,33,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167202,0
167207,-1142,8056,-124,68,-11,27,14071,2,6,1,0,36411,125,33,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167207,0
167212,-1162,8056,-114,69,-11,25,14069,-1,-5,2,0,36407,130,33,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167212,0
167217,-1160,8062,-102,76,-4,23,14070,7,0,2,0,36407,130,33,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,167217,0
167222,-1162,8090,-128,81,-14,26,14069,2,-3,2,0,36393,128,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167222,0
167227,-1162,8088,-148,70,-4,29,14071,6,-3,3,0,36393,128,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167227,0
167232,-1174,8074,-132,65,-7,31,14069,-3,-1,2,0,36389,121,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167232,0
167237,-1168,8068,-112,68,-15,31,14069,-1,-2,2,0,36389,121,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167237,0
167242,-1154,8084,-114,75,-6,27,14069,-2,-4,3,0,36388,109,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167242,0
167247,-1172,8070,-106,72,-8,23,14070,0,-1,1,0,36388,109,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167247,0
167252,-1166,8094,-114,71,-7,27,14070,0,-3,2,0,36389,125,33,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,167252,0
167257,-1156,8058,-132,71,-12,25,14070,2,-2,3,0,36389,125,33,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167257,0
167262,-1130,8078,-118,77,-5,27,14070,-6,0,2,0,36390,132,33,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167262,0
167267,-1162,8072,-110,72,-5,25,14068,-1,-1,2,0,36390,132,33,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167267,0
167272,-1144,8100,-122,70,-7,29,14069,-6,-3,2,0,36389,134,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167272,0
167277,-1160,8058,-132,78,-3,29,14068,0,0,3,0,36389,134,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167277,0
167282,-1146,8068,-106,76,-6,28,14069,0,3,2,0,36387,135,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167282,0
167287,-1172,8058,-102,77,-9,26,14068,-8,5,2,0,36387,135,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167287,0
167292,-1170,8058,-100,78,-9,26,14069,-3,1,5,0,36388,132,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167292,0
167297,-1166,8062,-120,69,-10,33,14070,1,3,4,0,36388,132,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167297,0
167302,-1154,8094,-124,71,-12,27,14069,-7,1,2,0,36395,133,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167302,0
167307,-1156,8076,-110,73,-6,28,14070,1,-3,2,0,36395,133,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167307,0
167312,-1146,8090,-132,71,-12,31,14070,1,3,2,0,36398,137,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167312,0
167317,-1166,8082,-108,72,-10,27,14068,-1,4,2,0,36398,137,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167317,0
167322,-1144,8052,-94,79,-10,28,14070,1,1,4,0,36396,128,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167323,0
167327,-1148,8076,-126,77,-3,25,14069,0,0,2,0,36396,128,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167328,0
167332,-1148,8062,-134,75,-5,26,14069,-4,4,2,0,36390,118,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167332,0
167337,-1158,8098,-148,73,-6,26,14069,3,-1,3,0,36390,118,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167337,0
167342,-1156,8088,-116,74,-12,27,14069,-1,3,3,0,36387,126,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,167342,0
167347,-1150,8074,-124,79,-6,23,14070,2,4,4,0,36387,126,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167347,0
167352,-1158,8076,-114,65,-7,31,14070,2,-2,3,0,36388,125,33,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167352,0
167357,-1156,8064,-112,71,-10,30,14070,0,1,4,0,36388,125,33,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167357,0
167362,-1164,8086,-114,62,-10,27,14069,0,-1,4,0,36388,129,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167362,0
167367,-1150,8072,-106,78,-11,31,14070,-1,1,2,0,36388,129,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,167367,0
167372,-1146,8072,-106,75,-7,24,14070,1,1,1,0,36387,126,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167372,0
167377,-1156,8078,-136,67,-5,29,14070,4,-1,3,0,36387,126,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,167377,0
167382,-1154,8076,-112,76,-8,27,14071,8,3,1,0,36387,124,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167382,0
167387,-1160,8088,-120,77,-7,28,14071,3,0,3,0,36387,124,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167387,0
167392,-1166,8074,-134,71,-7,30,14069,0,-2,5,0,36389,126,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167392,0
167397,-1166,8056,-130,75,-11,26,14070,1,-1,2,0,36389,126,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167397,0
167402,-1160,8058,-128,78,-8,30,14070,5,-2,2,0,36395,124,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,167402,0
167407,-1162,8080,-140,67,-5,30,14070,-2,5,2,0,36395,124,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167407,0
167412,-1160,8084,-122,71,-4,26,14069,-4,1,2,0,36396,130,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167412,0
167417,-1142,8076,-104,69,-6,28,14070,0,-2,2,0,36396,130,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167417,0
167422,-1152,8088,-138,76,-8,23,14070,9,0,2,0,36394,126,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167422,0
167427,-1156,8092,-128,73,-9,24,14070,-2,2,3,0,36394,126,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,167427,0
167432,-1164,8078,-122,72,-7,32,14070,3,-2,2,0,36387,124,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,167432,0
