state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
1400807,-2788,7608,984,80,-20,35,14070,-7,-5,-1,0,36723,126,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,855,0
1400812,-2792,7534,982,75,-19,41,14071,2,-1,-1,0,36724,123,31,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400812,0
1400817,-2788,7564,1008,76,-12,33,14070,-2,-3,-2,0,36724,123,31,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400817,0
1400822,-2802,7566,988,71,-10,34,14069,-7,-1,0,0,36732,122,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400822,0
1400827,-2812,7566,994,80,-12,32,14070,0,-2,-1,0,36732,122,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400827,0
1400832,-2794,7584,1006,77,-5,36,14070,0,1,-2,0,36740,120,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400832,0
1400837,-2798,7578,1010,68,-8,34,14070,0,4,-1,0,36740,120,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400837,0
1400842,-2784,7594,994,73,-7,35,14071,0,-2,-2,0,36750,124,31,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400842,0
1400847,-2800,7596,978,72,-4,30,14070,-3,2,-2,0,36750,124,31,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400847,0
1400852,-2772,7582,1002,74,3,29,14070,4,-4,0,0,36744,131,31,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400852,0
1400857,-2792,7606,986,69,5,36,14071,3,-3,0,0,36744,131,31,65,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,1400857,0
1400862,-2802,7612,998,66,5,31,14071,-2,2,0,0,36737,138,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400862,0
1400867,-2792,7626,996,60,14,28,14070,2,1,-1,0,36737,138,32,65,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,1400867,0
1400872,-2784,7632,1010,57,21,29,14071,-2,-1,-2,0,36723,122,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400872,0
1400877,-2764,7636,1016,52,29,29,14071,1,-5,-1,0,36723,122,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400878,0
1400882,-2768,7612,1022,54,30,27,14069,-2,2,-2,0,36718,118,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400883,0
1400887,-2744,7592,1022,52,43,29,14070,0,-1,-2,0,36718,118,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400888,0
1400892,-2764,7576,1028,53,54,31,14071,5,-7,-1,0,36714,120,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400893,0
1400897,-2794,7600,1036,53,58,33,14071,0,5,0,0,36714,120,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400898,0
1400902,-2822,7628,1004,51,61,33,14070,3,5,0,0,36714,120,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400903,0
1400907,-2836,7636,996,49,59,33,14070,2,-1,0,0,36714,120,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400908,0
1400912,-2828,7628,1014,47,58,30,14071,-3,-4,-1,0,36714,128,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400913,0
1400917,-2816,7600,1024,45,62,29,14071,5,2,-2,0,36714,128,32,65,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,1400918,0
1400922,-2816,7588,1046,43,57,28,14070,-1,0,-1,0,36716,135,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400923,0
1400927,-2814,7556,1016,47,59,30,14069,-3,2,-1,0,36716,135,32,65,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,1400928,0
1400932,-2846,7536,1032,53,47,34,14070,2,-5,0,0,36713,130,32,65,0,0,0,0,0,0,0,0,-32303,0,0,0,0,0,1400933,0
1400937,-2876,7534,1026,49,42,31,14069,2,6,0,0,36713,130,32,65,0,0,0,0,0,0,0,0,-32302,0,0,0,0,0,1400938,0
