state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
91302,-3000,7614,-70,70,-7,29,12921,2,2,4,0,37478,128,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,1301,0
91307,-2986,7596,-72,67,-7,28,12920,0,-5,3,0,37476,119,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91302,0
91312,-2962,7622,-84,67,-5,29,12921,0,1,5,0,37476,119,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91302,0
91317,-3002,7602,-82,71,-3,26,12921,-5,-1,5,0,37477,125,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,91302,0
91322,-2970,7596,-72,67,-7,24,12921,-2,2,4,0,37477,125,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91302,0
91327,-3008,7588,-84,74,-3,26,12921,1,-1,6,0,37477,120,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,91302,0
91332,-3002,7590,-66,69,-6,25,12921,4,-3,5,0,37477,120,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91302,0
91337,-2984,7600,-80,71,-8,27,12921,1,1,5,0,37479,118,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91302,0
91342,-2992,7616,-76,67,-6,28,12921,4,2,5,0,37479,118,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91302,0
91347,-2988,7616,-82,66,0,26,12920,5,0,4,0,37481,122,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91302,0
91352,-2984,7602,-72,70,-10,21,12919,-8,1,4,0,37481,122,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,91302,0
91357,-2984,7594,-74,69,-11,29,12920,-6,-1,4,0,37483,124,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91302,0
91362,-3016,7600,-72,67,-6,29,12922,4,4,6,0,37483,124,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,91306,0
91367,-2982,7594,-72,68,-4,30,12922,1,1,8,0,37486,118,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91311,0
91372,-2992,7620,-56,71,-3,29,12921,1,-3,5,0,37486,118,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91316,0
91377,-2986,7596,-70,69,-9,24,12921,5,0,5,0,37484,116,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,91321,0
91382,-2986,7588,-62,70,-9,23,12921,2,-2,6,0,37484,116,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,91326,0
91387,-2980,7592,-76,67,-6,28,12921,-1,1,4,0,37483,118,34,66,0,0,0,0,0,0,0,0,-32299,0,0,0,0,0,91331,0
91392,-2998,7582,-66,70,-7,27,12920,0,-1,4,0,37483,118,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91336,0
91397,-2988,7592,-62,67,-11,28,12921,-2,-2,3,0,37484,125,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91341,0
91402,-2986,7612,-86,70,-6,27,12921,1,-2,5,0,37484,125,34,66,0,0,0,0,0,0,0,0,-32300,0,0,0,0,0,91346,0
