state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
228816,-3002,7602,-192,-52,203,-51,12903,-1,5,1,0,36907,133,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,1258,0
228821,-2988,7556,-172,-59,199,-57,12902,-1,5,0,0,36907,133,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228821,0
228826,-2998,7558,-188,-54,209,-58,12901,-7,-5,1,0,36904,125,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228826,0
228831,-3038,7554,-148,-47,211,-58,12901,1,-4,2,0,36904,125,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228831,0
228836,-3044,7536,-172,-36,222,-63,12901,3,4,0,0,36903,123,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228836,0
228841,-3016,7542,-156,-34,222,-64,12903,2,6,1,0,36903,123,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228841,0
228846,-3024,7530,-166,-25,226,-67,12903,-2,2,0,0,36905,143,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228846,0
228851,-3012,7550,-158,-27,223,-71,12903,5,5,0,0,36905,143,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228851,0
228856,-3022,7580,-164,-17,223,-75,12902,-1,-4,3,0,36912,143,28,68,0,0,0,0,0,0,0,0,-32309,0,0,0,0,0,228856,0
228861,-3052,7564,-180,-10,225,-81,12902,2,-4,0,0,36912,143,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228861,0
228866,-3068,7582,-154,-10,221,-80,12901,-4,-6,1,0,36911,137,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228866,0
228871,-3058,7602,-190,-6,226,-85,12902,0,3,0,0,36911,137,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228871,0
228876,-3070,7646,-154,2,232,-76,12902,2,-1,0,0,36910,130,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228876,0
228881,-3082,7630,-148,3,241,-78,12902,1,3,0,0,36910,130,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228881,0
228886,-3078,7638,-140,18,253,-76,12901,-6,0,0,0,36902,123,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228886,0
228891,-3052,7656,-134,15,260,-73,12902,1,-3,1,0,36902,123,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228891,0
228896,-3064,7668,-120,30,289,-68,12902,-1,-2,1,0,36904,131,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228896,0
228901,-3054,7712,-94,33,307,-63,12902,1,3,0,0,36904,131,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228901,0
228906,-3048,7736,-106,44,326,-60,12904,5,1,0,0,36904,133,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228906,0
228911,-3078,7754,-86,53,341,-61,12902,0,0,1,0,36904,133,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228911,0
228916,-3094,7774,-92,67,380,-47,12901,-9,-2,0,0,36904,126,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228916,0
228921,-3128,7834,-68,65,401,-43,12901,-3,-7,0,0,36904,126,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228921,0
228926,-3108,7850,-112,76,420,-43,12902,-1,5,0,0,36902,126,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228926,0
228931,-3150,7840,-96,88,448,-32,12901,-2,1,0,0,36902,126,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228931,0
228936,-3152,7882,-64,91,495,-25,12902,-1,1,2,0,36893,131,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228936,0
228941,-3174,7910,-68,107,522,-16,12902,0,0,0,0,36893,131,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228941,0
228946,-3196,7906,-52,116,544,-7,12902,2,2,1,0,36887,131,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228946,0
228951,-3162,7936,-80,121,562,-4,12901,-4,1,0,0,36887,131,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228951,0
228956,-3216,7916,-106,138,600,0,12901,-4,-1,1,0,36883,135,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228956,0
228961,-3250,7964,-80,137,609,3,12901,-7,-2,1,0,36883,135,28,68,0,0,0,0,0,0,0,0,-32307,0,0,0,0,0,228961,0
228966,-3246,7924,-104,154,619,8,12903,7,0,0,0,36884,126,28,68,0,0,0,0,0,0,0,0,-32307,0,0,0,0,0,228966,0
228971,-3276,7920,-130,163,620,6,12902,8,-1,2,0,36884,126,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228971,0
228976,-3294,7936,-138,175,618,3,12903,4,3,0,0,36882,132,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228976,0
228981,-3322,7916,-124,176,609,5,12902,2,5,0,0,36882,132,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228981,0
228986,-3350,7944,-120,180,595,6,12901,0,1,0,0,36880,141,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228986,0
228991,-3356,7918,-130,178,581,3,12901,0,0,0,0,36880,141,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228991,0
228996,-3400,7878,-160,207,546,-2,12902,0,0,0,0,36878,136,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,228996,0
229001,-3408,7864,-140,205,523,1,12902,-1,2,0,0,36878,136,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,229001,0
229006,-3446,7816,-146,211,499,2,12902,0,-2,1,0,36880,137,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,229006,0
229011,-3418,7822,-144,215,476,-2,12902,5,0,0,0,36880,137,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,229011,0
229016,-3436,7752,-148,222,416,-6,12901,-4,-3,0,0,36882,130,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,229017,0
229021,-3458,7732,-174,222,387,-4,12902,1,0,0,0,36882,130,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,229022,0
229026,-3466,7696,-160,234,353,2,12901,0,-1,0,0,36883,131,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,229027,0
229031,-3428,7648,-162,234,310,-3,12902,-6,-3,0,0,36883,131,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,229032,0
229036,-3460,7582,-152,239,226,-4,12902,-3,1,1,0,36882,127,28,68,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,229037,0
