state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
1521828,-1100,-130,-8488,-24,20,60,4167644,-5,3,-3,0,36928,142,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,901,0
1521892,-1118,-176,-8458,-25,24,59,4167645,1,5,-2,0,36924,117,32,79,0,0,0,0,0,0,0,0,-32297,0,0,0,0,0,1521829,0
1521893,-1118,-176,-8458,-25,24,59,4167643,-5,-2,-1,0,36924,117,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521830,0
1521894,-1118,-176,-8458,-25,24,59,4167644,0,0,0,0,36924,117,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521831,0
1521895,-1118,-176,-8458,-25,24,59,4167643,0,2,-1,0,36924,117,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521832,0
1521896,-1140,-148,-8464,-25,24,61,4167644,-1,0,-2,0,36924,117,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521833,0
1521897,-1140,-148,-8464,-25,24,61,4167644,4,-1,-1,0,36924,117,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521834,0
1521898,-1140,-148,-8464,-25,24,61,4167645,5,6,-1,0,36924,117,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521835,0
1521899,-1140,-148,-8464,-25,24,61,4167644,9,-2,-1,0,36924,117,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521836,0
1521900,-1094,-158,-8468,-26,20,61,4167643,-4,-1,0,0,36924,117,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521837,0
1521901,-1094,-158,-8468,-26,20,61,4167644,-5,-4,-1,0,36923,130,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521838,0
1521902,-1094,-158,-8468,-26,20,61,4167643,-10,0,-1,0,36923,130,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521839,0
1521903,-1094,-158,-8468,-26,20,61,4167642,-8,-3,-1,0,36923,130,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521840,0
1521904,-1134,-164,-8456,-21,22,59,4167645,4,-1,-2,0,36923,130,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521841,0
1521905,-1134,-164,-8456,-21,22,59,4167643,2,3,-3,0,36923,130,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521842,0
1521906,-1134,-164,-8456,-21,22,59,4167644,6,-4,-2,0,36923,130,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521843,0
1521907,-1134,-164,-8456,-21,22,59,4167643,3,2,-3,0,36923,130,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521844,0
1521908,-1114,-146,-8460,-25,21,62,4167643,-8,-3,-3,0,36923,130,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521845,0
1521909,-1114,-146,-8460,-25,21,62,4167644,0,2,-2,0,36923,130,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521846,0
1521910,-1114,-146,-8460,-25,21,62,4167644,0,0,-2,0,36923,130,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521847,0
1521911,-1114,-146,-8460,-25,21,62,4167644,4,1,-2,0,36922,132,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521848,0
1521912,-1134,-146,-8474,-17,23,63,4167644,6,-3,-1,0,36922,132,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521849,0
1521913,-1134,-146,-8474,-17,23,63,4167644,0,-1,-1,0,36922,132,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521850,0
1521914,-1134,-146,-8474,-17,23,63,4167643,-2,0,0,0,36922,132,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521851,0
1521915,-1134,-146,-8474,-17,23,63,4167644,-2,3,0,0,36922,132,32,79,0,0,0,0,0,0,0,0,-32297,0,0,0,0,0,1521852,0
1521916,-1112,-146,-8478,-25,19,64,4167644,0,1,0,0,36922,132,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521853,0
1521917,-1112,-146,-8478,-25,19,64,4167644,3,4,-1,0,36922,132,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521854,0
1521918,-1112,-146,-8478,-25,19,64,4167642,-3,-6,-1,0,36922,132,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521855,0
1521919,-1112,-146,-8478,-25,19,64,4167644,-2,-3,0,0,36922,132,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521856,0
1521920,-1110,-160,-8490,-22,24,58,4167644,0,2,-1,0,36922,132,32,79,0,0,0,0,0,0,0,0,-32297,0,0,0,0,0,1521857,0
1521921,-1110,-160,-8490,-22,24,58,4167643,-1,0,-1,0,36923,136,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521858,0
1521922,-1110,-160,-8490,-22,24,58,4167644,2,2,-1,0,36923,136,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521859,0
1521923,-1110,-160,-8490,-22,24,58,4167643,-6,-3,-2,0,36923,136,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521860,0
1521924,-1118,-186,-8474,-27,18,60,4167644,0,2,-1,0,36923,136,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521861,0
1521925,-1118,-186,-8474,-27,18,60,4167645,9,3,-1,0,36923,136,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521862,0
1521926,-1118,-186,-8474,-27,18,60,4167642,0,-1,-2,0,36923,136,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521863,0
1521927,-1118,-186,-8474,-27,18,60,4167644,0,0,-2,0,36923,136,32,79,0,0,0,0,0,0,0,0,-32298,0,0,0,0,0,1521864,0
