state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
50042,-672,8060,924,27,-2,27,11921,0,4,-1,0,37502,109,28,144,0,0,0,0,0,0,0,0,-32307,0,0,0,0,0,892,0
50044,-674,8036,932,28,-11,24,11922,0,3,-1,0,37499,107,28,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50044,0
50046,-674,8036,932,28,-11,24,11921,-4,-3,-1,0,37499,107,28,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50046,0
50048,-654,8050,922,31,-11,27,11921,0,0,-1,0,37499,107,28,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50048,0
50050,-654,8050,922,31,-11,27,11921,0,-1,-2,0,37499,107,28,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50050,0
50052,-672,8032,898,26,-2,29,11920,-4,0,-1,0,37499,107,28,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50052,0
50054,-672,8032,898,26,-2,29,11922,2,2,-1,0,37499,108,29,144,0,0,0,0,0,0,0,0,-32307,0,0,0,0,0,50054,0
50056,-690,8022,928,32,-7,27,11921,4,-3,-1,0,37499,108,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50056,0
50058,-690,8022,928,32,-7,27,11922,2,-6,-1,0,37499,108,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50058,0
50060,-688,8038,936,32,-10,28,11921,-1,3,-1,0,37499,108,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50060,0
50062,-688,8038,936,32,-10,28,11922,-2,-4,0,0,37499,108,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50062,0
50064,-694,8028,918,37,-4,27,11921,3,2,0,0,37497,111,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50064,0
50066,-694,8028,918,37,-4,27,11923,2,0,0,0,37497,111,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50066,0
50068,-680,8048,920,35,-8,28,11921,0,2,0,0,37497,111,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50068,0
50070,-680,8048,920,35,-8,28,11920,-13,-1,-1,0,37497,111,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50070,0
50072,-680,8042,930,35,-8,32,11920,0,6,-1,0,37497,111,29,144,0,0,0,0,0,0,0,0,-32307,0,0,0,0,0,50072,0
50074,-680,8042,930,35,-8,32,11921,4,-1,-1,0,37494,116,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50074,0
50076,-668,8054,958,41,-9,27,11922,9,3,-2,0,37494,116,29,144,0,0,0,0,0,0,0,0,-32307,0,0,0,0,0,50076,0
50078,-668,8054,958,41,-9,27,11921,-3,1,-1,0,37494,116,29,144,0,0,0,0,0,0,0,0,-32307,0,0,0,0,0,50078,0
50080,-694,8048,940,39,-4,32,11922,0,2,-1,0,37494,116,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50080,0
50082,-694,8048,940,39,-4,32,11922,3,0,-1,0,37494,116,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50082,0
50084,-690,8058,944,40,-6,30,11921,-1,2,1,0,37499,125,29,144,0,0,0,0,0,0,0,0,-32308,0,0,0,0,0,50084,0
