state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
255688,-1188,7924,548,-38,-191,-67,103493,-7,-6,-1,0,36893,132,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,853,0
255693,-1206,7896,554,-16,-138,-40,103494,1,-1,-2,0,36893,132,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255693,0
255698,-1200,7908,556,-2,-90,-5,103495,5,-5,-1,0,36894,135,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255698,0
255703,-1198,7886,560,16,-46,21,103495,7,4,-3,0,36894,135,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255703,0
255708,-1184,7822,536,50,22,70,103493,-6,0,-2,0,36893,129,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255708,0
255713,-1180,7800,554,73,53,96,103495,-1,-5,-1,0,36893,129,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255713,0
255718,-1174,7870,568,90,74,116,103493,-8,-3,0,0,36890,125,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255718,0
255723,-1146,7852,588,112,100,142,103495,-4,0,-1,0,36890,125,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255723,0
255728,-1060,7926,590,156,141,168,103494,-5,-2,0,0,36890,120,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255728,0
255733,-964,7946,612,178,159,186,103494,-2,3,0,0,36890,120,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255732,0
255738,-894,8044,578,200,174,196,103493,-11,-2,-2,0,36889,126,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255737,0
255743,-786,8040,450,230,172,190,103494,-11,0,-1,0,36889,126,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255742,0
255748,-724,8104,-46,242,141,168,103494,0,2,-2,0,36888,131,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255747,0
255753,-768,8172,-172,240,107,156,103495,-2,3,-4,0,36888,131,31,144,0,0,0,0,0,0,0,0,-32304,0,0,0,0,0,255752,0
