Output Position,Command Position,Time
0.5080033042547948,0.5113116006895837,1775639393.7929595
0.5079606936773535,0.5114687218465204,1775639393.7949405
0.5080033042547948,0.5116297912231086,1775639393.797036
0.5079606936773535,0.5117943984669572,1775639393.7990737
0.5079606936773535,0.5119624071080846,1775639393.8011115
0.5080033042547948,0.5121343936763206,1775639393.8032374
0.5080033042547948,0.5123099632800857,1775639393.8052795
0.5080033042547948,0.512488881986366,1775639393.8073099
0.5079606936773535,0.5126718443248229,1775639393.809396
0.5079606936773535,0.5128583377097758,1775639393.8114474
0.5079606936773535,0.5130481220113868,1775639393.8134763
0.5079606936773535,0.5132419175928032,1775639393.8155644
0.5080033042547948,0.5134393173699388,1775639393.8176246
0.5080033042547948,0.5136400707828728,1775639393.819659
0.5080033042547948,0.513845769259248,1775639393.8223672
0.5080033042547948,0.5140541832303869,1775639393.8239052
0.5080033042547948,0.514265905120808,1775639393.8258655
0.5079606936773535,0.514481079042135,1775639393.8279045
0.5080033042547948,0.5147006759549125,1775639393.83004
0.5080033042547948,0.5149231768541678,1775639393.832045
0.5080459148322362,0.5151495577024595,1775639393.8341248
0.5080459148322362,0.5153799607679566,1775639393.8362274
0.5080459148322362,0.5156134075635384,1775639393.838221
0.5080459148322362,0.5158504451399403,1775639393.8402703
0.5080459148322362,0.5160919909694952,1775639393.8424194
0.5080459148322362,0.5163369577950694,1775639393.8461692
0.5080459148322362,0.5165851166845608,1775639393.8465385
0.5081311359871186,0.5168373699352762,1775639393.8486226
0.5081311359871186,0.5170929002375015,1775639393.8506346
0.5081311359871186,0.5173515462547733,1775639393.8526587
0.5080885254096774,0.5176142452300124,1775639393.8547318
0.5081311359871186,0.5178805014257023,1775639393.8567996
0.5080885254096774,0.5181500133440007,1775639393.8588305
0.5080885254096774,0.5184236113354597,1775639393.8609228
0.5080885254096774,0.5187014082275968,1775639393.8630702
0.5080459148322362,0.518981882359527,1775639393.8650603
0.5080885254096774,0.5192666100453499,1775639393.8671644
0.5081311359871186,0.519554149440921,1775639393.869159
0.5081311359871186,0.5198452540880227,1775639393.8712184
0.5081311359871186,0.5201414233127525,1775639393.8734033
0.5081311359871186,0.5204403227804766,1775639393.8754058
0.5081311359871186,0.5207427545224942,1775639393.8774567
0.5081311359871186,0.5210493090975007,1775639393.8795693
0.5081737465645599,0.5213589291953052,1775639393.8815742
0.5081737465645599,0.5216716794523848,1775639393.8835843
0.5082589677194425,0.5219891901270831,1775639393.8857543
0.5083015782968837,0.5223099227630297,1775639393.8877873
0.5083867994517662,0.5226335349039382,1775639393.8897812
0.5083867994517662,0.522961219877604,1775639393.891874
0.5083867994517662,0.523292376186596,1775639393.8939166
0.5083867994517662,0.5236266627151817,1775639393.895966
0.5084294100292075,0.5239656123079733,1775639393.8981302
0.5084294100292075,0.5243076859356582,1775639393.9001384
0.5084294100292075,0.5246526927623396,1775639393.9021473
0.5084720206066488,0.5250024889567692,1775639393.9043248
0.5084294100292075,0.5253553212382016,1775639393.9063208
0.5084294100292075,0.525711231759247,1775639393.9083457
0.5084294100292075,0.5260717693465703,1775639393.9104853
0.5084720206066488,0.5264361371491892,1775639393.9126012
0.5084720206066488,0.5268026810682941,1775639393.9145288
0.5085146311840901,0.5271733714050465,1775639393.9166186
0.5085146311840901,0.5275476119793956,1775639393.9186704
0.5085146311840901,0.5279250834020128,1775639393.9207418
0.5085572417615313,0.5283066964233392,1775639393.922823
0.5085998523389725,0.5286915071340311,1775639393.9248707
0.5086424629164139,0.5290794153664009,1775639393.9268928
0.5087702946487377,0.5294714961091883,1775639393.9289787
0.508812905226179,0.5298679071376536,1775639393.93113
0.508983347535944,0.5302665820567529,1775639393.9331124
0.5091964004231504,0.5306696933096852,1775639393.9352336
0.5093242321554742,0.5311017702944559,1775639393.937446
0.509622506197563,0.531511880073518,1775639393.9394636
0.5099633908170932,0.5319268712481964,1775639393.941591
0.5103894965915059,0.5323446765958061,1775639393.9436321
0.51119909756289,0.532764933460113,1775639393.945635
0.5114973716049788,0.5331895785269768,1775639393.9477584
0.511838256224509,0.5336187662498699,1775639393.9498334
0.5121365302665978,0.5340498268935503,1775639393.9518394
0.5125200254635692,0.5344851057096264,1775639393.9539185
0.5128609100830993,0.5349234509793106,1775639393.9559667
0.5133296264349533,0.5353649324161102,1775639393.9579935
0.5137131216319247,0.5358111214829325,1775639393.960134
0.5140113956740135,0.5362604043757705,1775639393.9621732
0.5141392274063374,0.5367125150422626,1775639393.9641979
0.5143522802935437,0.5371687101646121,1775639393.966263
0.5146079437581913,0.5376284284821914,1775639393.9683282
0.5147783860679565,0.5380910709379914,1775639393.9703588
0.5149914389551628,0.5385578541440627,1775639393.9724407
0.5152471024198104,0.5390281414036777,1775639393.9744923
0.5156305976167818,0.5395016658864822,1775639393.9765942
0.5158862610814293,0.5399801178943526,1775639393.9787154
0.5162697562784008,0.5404613770855992,1775639393.980753
0.5165680303204897,0.5409452424875991,1775639393.9827523
0.5168236937851373,0.5414331817911503,1775639393.9848409
0.5170367466723436,0.5419239611902409,1775639393.9869065
0.51724979955955,0.5424182106949231,1775639393.9889507
0.5173350207144325,0.5429169648326472,1775639393.9910245
0.5175906841790802,0.54341988061484,1775639393.993123
0.5176759053339626,0.543925448517975,1775639393.9951704
0.5179741793760515,0.5444346983876016,1775639393.9972272
0.5182298428406991,0.5449465143322894,1775639393.999263
0.5186559486151118,0.5454617488599048,1775639394.0013235
0.5190394438120832,0.5459808330872742,1775639394.0033972
0.5194655495864959,0.5465035891306569,1775639394.0054464
0.5198490447834673,0.5470290077384043,1775639394.0074894
0.5201047082481148,0.5475587310151881,1775639394.0095632
0.5209569197969403,0.5480912169532693,1775639394.0116372
0.5214682467262355,0.5486270527803837,1775639394.0136633
0.5220647948104132,0.5491667648141269,1775639394.0157409
0.5224482900073846,0.5497102995172596,1775639394.0178018
0.5229596169366798,0.5502564388262017,1775639394.0198421
0.523470943865975,0.5508072222682334,1775639394.021918
0.523939660217829,0.5513613418892578,1775639394.0239873
0.5244509871471242,0.551917918973926,1775639394.0260174
0.525047535231302,0.5524791808012796,1775639394.0281081
0.525516251583156,0.5530446342220121,1775639394.0302587
0.5260275785124511,0.5536124486039173,1775639394.032286
0.5266241265966288,0.5541846029716213,1775639394.0343537
0.527263285258248,0.5547595936620675,1775639394.036406
0.5278598333424256,0.5553370688280646,1775639394.038422
0.5284989920040446,0.5559187579506609,1775639394.0404963
0.5290529295107811,0.5565038236100958,1775639394.0425577
0.5296494775949588,0.5570915203930275,1775639394.044595
0.5302460256791366,0.5576845340694615,1775639394.0467305
0.5307999631858731,0.558280042165215,1775639394.048775
0.5313112901151684,0.5588794061276922,1775639394.0508504
0.5318226170444635,0.5594822345024306,1775639394.0529451
0.5323339439737587,0.5600899375813525,1775639394.0550516
0.5329304920579365,0.5606994657935103,1775639394.0571008
0.5335270401421143,0.5613144895571752,1775639394.0592663
0.5340383670714095,0.5619305375392615,1775639394.0611997
0.5345070834232634,0.5625495571241198,1775639394.0632358
0.5350184103525586,0.5631741014807048,1775639394.065409
0.5355723478592951,0.5638012588288968,1775639394.0674207
0.5361262853660316,0.5644299924098459,1775639394.0694046
0.5365950017178855,0.5650644422958067,1775639394.0715551
0.5370211074922983,0.5657020008122287,1775639394.073598
0.5373193815343871,0.5663411682577296,1775639394.0756044
0.5382142036606538,0.5669848782125427,1775639394.0776649
0.5386829200125076,0.5676317543177307,1775639394.0797365
0.5390664152094791,0.5682808366533788,1775639394.0817761
0.5394499104064505,0.5689352327416656,1775639394.0839083
0.5397907950259806,0.5695920192415937,1775639394.0859354
0.540174290222952,0.5702530915755496,1775639394.0882335
0.540643006574806,0.5709170804212061,1775639394.090076
0.5411543335041011,0.5715835557799742,1775639394.0921524
0.5417082710108376,0.57225343585928,1775639394.09418
0.5422622085175742,0.5729277672709512,1775639394.0962746
0.5427735354468693,0.573603766448988,1775639394.0982742
0.5433274729536058,0.574282960256884,1775639394.1003177
0.5440092421926661,0.5749685002579594,1775639394.1024873
0.5446484008542851,0.57565662409249,1775639394.104542
0.5452023383610216,0.5763462667424598,1775639394.1065354
0.5459267181775231,0.5770402087607005,1775639394.1086166
0.5465658768391423,0.5777374311522623,1775639394.1106646
0.5472902566556438,0.5784372049997122,1775639394.1127262
0.5480572470495866,0.5791413467436634,1775639394.1147983
0.5486537951337643,0.5798484863396512,1775639394.1168592
0.5493355643728246,0.5805578868765227,1775639394.118881
0.5501451653442087,0.5812715794377953,1775639394.1209612
0.5507417134283865,0.581988574145745,1775639394.123013
0.5513382615125643,0.5827078101121137,1775639394.1250618
0.5519774201741832,0.5834344866285637,1775639394.1273162
0.5526165788358023,0.5841611785341321,1775639394.129252
0.5532557374974212,0.5848903669438564,1775639394.1312947
0.5538522855815989,0.5856241245256288,1775639394.133349
0.5544062230883354,0.5863609591725388,1775639394.135405
0.554960160595072,0.5871009111870351,1775639394.1374695
0.5556419298341323,0.5878447576716689,1775639394.1395617
0.5561532567634274,0.588591817256769,1775639394.1416032
0.5572611317769005,0.5893408103893715,1775639394.1436298
0.5578576798610781,0.5900944471606333,1775639394.1457093
0.5584542279452559,0.5908511829697921,1775639394.1477695
0.5590933866068749,0.5916098767931197,1775639394.1498013
0.5596047135361701,0.5923752463994717,1775639394.151995
0.5602012616203479,0.5931429391633278,1775639394.1540198
0.5609256414368494,0.5939120108326754,1775639394.1560361
0.5615648000984685,0.5946854175050277,1775639394.1581016
0.5621187376052049,0.5954617027055371,1775639394.1601672
0.562757896266824,0.5962406121760345,1775639394.162254
0.5633970549284429,0.5970245856508976,1775639394.1643155
0.5640788241675032,0.5978109618210004,1775639394.1663542
0.5647179828291223,0.5985988168167207,1775639394.1683877
0.5653145309133001,0.5994067295408354,1775639394.1706371
0.565953689574919,0.6002019669816703,1775639394.1725957
0.5667206799688619,0.601000038007132,1775639394.174618
0.5674024492079222,0.6018037705409948,1775639394.1767612
0.5681268290244237,0.6026104148127349,1775639394.1788144
0.5688512088409252,0.6034178092179964,1775639394.1808276
0.5695329780799856,0.6042311944372795,1775639394.1829302
0.5702573578964871,0.6050465736914148,1775639394.1849883
0.5708965165581061,0.6058638479237951,1775639394.186996
0.5715356752197251,0.6066857914087239,1775639394.1890833
0.5722174444587854,0.607510614398102,1775639394.191142
0.5727713819655219,0.608337407838331,1775639394.193202
0.5733679300496997,0.6091987273638194,1775639394.195408
0.5739218675564361,0.6100341568558447,1775639394.1974545
0.5746036367954964,0.6108709874330509,1775639394.1994646
0.5752427954571154,0.6117119331851284,1775639394.201534
0.5758819541187346,0.6125560520400328,1775639394.2035925
0.5771176608645312,0.6134025399172731,1775639394.2056613
0.5778420406810327,0.614253754127353,1775639394.2077417
0.578523809920093,0.6151074981518694,1775639394.2097998
0.5792481897365946,0.6159630354854346,1775639394.211815
0.5800151801305374,0.6168234796546876,1775639394.2139091
0.580739559947039,0.6176854465069879,1775639394.2159448
0.5814639397635406,0.6185499651429626,1775639394.2179813
0.5821457090026008,0.6194218419031816,1775639394.2201984
0.5828700888191024,0.6202949900024307,1775639394.222214
0.5835518580581627,0.6211697230796316,1775639394.2242155
0.5842762378746642,0.6220500517898109,1775639394.2263298
0.5850006176911657,0.6229321590186896,1775639394.2283776
0.5857249975076673,0.6238157553300256,1775639394.2303889
0.5865345984790514,0.6247062995642643,1775639394.2325528
0.587258978295553,0.6255988976735029,1775639394.2345858
0.5880259686894957,0.6264922309051224,1775639394.2365966
0.5887929590834386,0.6273918481716705,1775639394.2387435
0.5895173388999402,0.6282953724622068,1775639394.240853
0.590284329293883,0.6291988335616373,1775639394.242827
0.5909660985329432,0.630107054684693,1775639394.2449
0.5917330889268861,0.6310194842632035,1775639394.2473676
0.5924148581659464,0.6319349138238038,1775639394.2490597
0.5931818485598892,0.6328519044035827,1775639394.251096
0.5939062283763907,0.6337719575978231,1775639394.2531917
0.5946732187703335,0.6346939902667545,1775639394.255219
0.5953549880093939,0.6356210992565414,1775639394.2572916
0.5960367572484542,0.6365506957813051,1775639394.2593133
0.5967611370649557,0.6374812781144621,1775639394.261415
0.597442906304016,0.638416544453156,1775639394.263476
0.5981246755430762,0.6393545169938861,1775639394.26552
0.5988490553595778,0.640293985999068,1775639394.2675474
0.5997012669084031,0.6412380300999083,1775639394.2696054
0.60127785827373,0.6421865149084963,1775639394.271752
0.6021300698225555,0.643135657031052,1775639394.2737582
0.6029822813713808,0.644089585286151,1775639394.2758398
0.6037918823427648,0.6450457152979359,1775639394.2778804
0.6046014833141489,0.6460032761441233,1775639394.2799144
0.6054536948629744,0.6469656647881891,1775639394.28199
0.6063059064117997,0.647930378488363,1775639394.2840474
0.6071155073831838,0.6488979364584025,1775639394.2861266
0.6080103295094504,0.6498726892409297,1775639394.2882972
0.6087773199033931,0.6508460974990751,1775639394.2902691
0.6095869208747773,0.6518219196461633,1775639394.2923024
0.6103539112687202,0.6528029400076062,1775639394.2943769
0.611291343972428,0.6537857262141988,1775639394.2964349
0.6121009449438121,0.6547710792365299,1775639394.2985163
0.6129531564926375,0.6557606521641537,1775639394.3005896
0.6138053680414628,0.6567524908823401,1775639394.3026328
0.6145723584354056,0.6577460462301132,1775639394.3046627
0.6153393488293485,0.6587438247144071,1775639394.3067336
0.6161063392232913,0.6597458956238041,1775639394.3088791
0.6169159401946753,0.6607488271815989,1775639394.3108857
0.6175977094337356,0.6617568956664012,1775639394.313066
0.6183220892502371,0.6627697616607277,1775639394.3150985
0.6191743007990625,0.6637812548946876,1775639394.3170843
0.6199412911930053,0.6647975960809789,1775639394.3191583
0.6207082815869482,0.665818257575431,1775639394.3212578
0.6214752719808909,0.6668390767992133,1775639394.3233004
0.6223274835297165,0.667864427065691,1775639394.3253763
0.6231370845011005,0.6688944659891316,1775639394.3274891
0.6239040748950433,0.6699233397747183,1775639394.3294585
0.6248415075987511,0.6709575580627998,1775639394.331595
0.6257363297250178,0.6719943043076694,1775639394.3336353
0.6276538057098748,0.673031908492792,1775639394.3356597
0.6284634066812589,0.6740744511778034,1775639394.3377178
0.6293582288075256,0.6751194831557142,1775639394.3397865
0.6302956615112334,0.6761654989179653,1775639394.3418062
0.6311904836375001,0.6772173518217616,1775639394.3439667
0.6320426951863254,0.6782718401371044,1775639394.346002
0.6329375173125921,0.6793263279560271,1775639394.3480227
0.6338749500162999,0.6803855752987755,1775639394.3500948
0.6347271615651253,0.6814474165460849,1775639394.3521552
0.6355793731139507,0.6825104659653792,1775639394.3541772
0.6365168058176586,0.6835833050748397,1775639394.3564699
0.6373690173664839,0.6846545996971241,1775639394.3584359
0.6382212289153092,0.6857269821680056,1775639394.3604257
0.6390734404641346,0.6868034819851327,1775639394.3624897
0.63992565201296,0.6878824155267518,1775639394.3645537
0.6407778635617853,0.6889625016174539,1775639394.3665724
0.6416726856880519,0.6900472020543329,1775639394.36866
0.6425248972368773,0.6911374454204142,1775639394.3708036
0.6435049405180265,0.6922273861439593,1775639394.3728268
0.6444423732217344,0.6933215843767659,1775639394.3748817
0.6454224165028835,0.6944176815233911,1775639394.3769453
0.6463598492065914,0.6955150735339601,1775639394.3789716
0.6472972819102992,0.6966172481996296,1775639394.381057
0.6482773251914485,0.6977217642497368,1775639394.3830981
0.6491295367402738,0.6988264835253489,1775639394.385156
0.6499817482890992,0.6999388137433589,1775639394.3873322
0.650919180992807,0.7010502448582474,1775639394.3892922
0.6517287819641912,0.7021642531102319,1775639394.3913317
0.6526236040904577,0.7032828531250398,1775639394.393404
0.6534758156392831,0.7044032007020674,1775639394.3954723
0.6542001954557848,0.7055260118637863,1775639394.397543
0.6551376281594926,0.7066527155723565,1775639394.3996263
0.6567568301022608,0.7077824221950819,1775639394.401669
0.6576942628059687,0.7089167567367396,1775639394.4037974
0.6585890849322352,0.7100518627324351,1775639394.4058254
0.6595691282133844,0.7111904896596245,1775639394.407938
0.6605917820719749,0.7123298003777714,1775639394.4099314
0.6615292147756828,0.7134738938795837,1775639394.4120188
0.6624666474793907,0.7146195260562629,1775639394.4140534
0.6635745224928636,0.7157670237524028,1775639394.4161422
0.6645545657740128,0.7169191272849039,1775639394.4182067
0.6656198302100444,0.718071012919528,1775639394.420224
0.6666424840686349,0.719225430000028,1775639394.4222589
0.6676651379272253,0.7203846844766622,1775639394.4243438
0.6686877917858157,0.7215463115440954,1775639394.4264345
0.6697104456444062,0.7227090792083494,1775639394.4284782
0.6706478783481141,0.7238770725205427,1775639394.430548
0.6716705322067045,0.72504662414652,1775639394.4326055
0.672565354332971,0.7262172796371802,1775639394.4346302
0.6734601764592377,0.7273923479157286,1775639394.4367123
0.6744828303178282,0.7285701112936132,1775639394.4387677
0.6752924312892122,0.7297497054926083,1775639394.4408638
0.6763150851478027,0.7309333514616918,1775639394.4429276
0.677337739006393,0.7321184222898802,1775639394.4449785
0.678275171710101,0.7333043163753499,1775639394.4470024
0.679383046723574,0.7344992031479292,1775639394.4492018
0.6804057005821644,0.7356938962388031,1775639394.4512346
0.6813431332858723,0.7368893489172744,1775639394.4532616
0.6823657871444627,0.7380890123516561,1775639394.4553404
0.6834310515804944,0.7392907003821644,1775639394.4573786
0.6844110948616435,0.7404922400880289,1775639394.4594045
0.6853911381427927,0.7416987133662635,1775639394.4614737
0.6864564025788245,0.7429097507546745,1775639394.4636202
0.6873938352825323,0.7441198497508018,1775639394.4656212
0.6893113112673893,0.7453352776305829,1775639394.4677167
0.6902913545485385,0.7465521209935807,1775639394.4697495
0.6911861766748051,0.7477695564593105,1775639394.4717803
0.6921662199559543,0.748992846895937,1775639394.4738648
0.6931036526596622,0.7502152749191116,1775639394.4758992
0.6940836959408113,0.7514409246324042,1775639394.4780014
0.694978518067078,0.7526715179005703,1775639394.480072
0.6959585613482271,0.7539038768201118,1775639394.48212
0.6969386046293763,0.7551364486805333,1775639394.4841518
0.6978760373330842,0.7563732149022684,1775639394.4862192
0.6988986911916747,0.757617197069283,1775639394.488414
0.6998787344728238,0.758862349262462,1775639394.4905055
0.7009439989088555,0.7601087341683459,1775639394.4925327
0.7020092633448871,0.7613562378550851,1775639394.4945586
0.7031171383583601,0.7626034883581065,1775639394.496576
0.7041824027943918,0.7638554910616331,1775639394.4986389
0.7063129316664551,0.76602106178923,1775639394.502422
0.7074208066799282,0.7672835423980935,1775639394.5044055
0.7084434605385187,0.7685457282463162,1775639394.5064127
0.709466114397109,0.7698073263352117,1775639394.508407
0.7105313788331408,0.7710755240728996,1775639394.5105054
0.7116392538466136,0.7723443332789224,1775639394.5125577
0.712619297127763,0.7736143657573926,1775639394.5146096
0.7137271721412358,0.7748881599721475,1775639394.5166893
0.7148350471547088,0.7761661873765888,1775639394.5187683
0.7158577010132992,0.7774425495900074,1775639394.5207815
0.716922965449331,0.7787231083434234,1775639394.5228465
0.7179882298853626,0.7800056201940564,1775639394.5249078
0.719010883743953,0.7812884596963182,1775639394.5269344
0.7200761481799848,0.7825777873837616,1775639394.5290873
0.7211414126160164,0.7838689139619209,1775639394.5311317
0.7222492876294894,0.7851590328750488,1775639394.533146
0.7233571626429623,0.7864545395786052,1775639394.5352192
0.7244650376564352,0.7877519020626502,1775639394.537271
0.725530302092467,0.7890491967041728,1775639394.5393126
0.7266807876833812,0.7903520894660914,1775639394.5413907
0.7277886626968542,0.7916560796839348,1775639394.5434616
0.7288539271328859,0.7929614010988792,1775639394.5455413
0.7299191915689176,0.7942720294962728,1775639394.5476408
0.7320923310184223,0.7955836978241477,1775639394.5496807
0.7331149848770127,0.796894905671232,1775639394.5516996
0.7342228598904856,0.7982110119327375,1775639394.5537698
0.7352455137490761,0.7995283993600123,1775639394.5558376
0.7363533887625491,0.800846677795021,1775639394.5578651
0.737461263776022,0.802172120201338,1775639394.5600467
0.7385265282120537,0.803498459304425,1775639394.5620668
0.7395065714932029,0.8048241084301935,1775639394.564684
0.7406144465066757,0.8061559501229036,1775639394.5662224
0.7417649320975901,0.8074859806848269,1775639394.5682232
0.7429154176885043,0.8088195679182737,1775639394.5702865
0.7440659032794186,0.8101581755275497,1775639394.5723808
0.7452163888703328,0.8114977599884525,1775639394.574425
0.746366874461247,0.8128366685518654,1775639394.5764613
0.7474747494747199,0.814180528538172,1775639394.5785317
0.7486678456430754,0.8155254186189993,1775639394.5805972
0.7498609418114309,0.8168751524461246,1775639394.58276
0.7509262062474626,0.818226292750128,1775639394.58479
0.7521193024158181,0.8195786343303696,1775639394.5868185
0.7532271774292911,0.8209303538422579,1775639394.588842
0.7543776630202053,0.8222870116005048,1775639394.5909085
0.7555707591885609,0.823644684842165,1775639394.5929756
0.7567212447794751,0.8250039477629956,1775639394.595052
0.7579569515252718,0.8263681225368099,1775639394.597139
0.759107437116186,0.8277310219900592,1775639394.5991457
0.7604283650168653,0.8290953994267848,1775639394.601173
0.7616640717626622,0.8304649360063732,1775639394.6032755
0.7628997785084589,0.8318361279624698,1775639394.6053183
0.7641354852542556,0.8332083866719917,1775639394.6074057
0.7653711920000524,0.8345851731523954,1775639394.6094718
0.7666495093232905,0.8359632248191176,1775639394.6115334
0.7677999949142047,0.8373411785632408,1775639394.6135612
0.7690783122374427,0.838723290903012,1775639394.6156378
0.7714218939967125,0.8401075733128356,1775639394.6176987
0.7725723795876267,0.841494357245334,1775639394.6198077
0.7736802546010996,0.8428846222729434,1775639394.6218512
0.7749159613468964,0.844275958028978,1775639394.6239092
0.7761090575152518,0.8456659997433846,1775639394.6259265
0.7773447642610487,0.8470611425829411,1775639394.6280155
0.7785804710068454,0.848461870038967,1775639394.630142
0.7798161777526422,0.8498603107717879,1775639394.632159
0.781051884498439,0.8512662831490037,1775639394.634322
0.782330201821677,0.8526702597638383,1775639394.636368
0.7835659085674738,0.8540821159702332,1775639394.6387126
0.7848016153132705,0.8554964079459602,1775639394.640638
0.785994711481626,0.8569110533866182,1775639394.6426747
0.7871451970725403,0.8583261155699835,1775639394.6447687
0.7884235143957783,0.8597407928802683,1775639394.6467204
0.7896166105641338,0.8611560090551217,1775639394.6487882
0.7908523173099306,0.8625773928673208,1775639394.650847
0.7920880240557273,0.8639962459061254,1775639394.6528754
0.7932811202240828,0.865416486919133,1775639394.6548865
0.7945168269698796,0.8668410872955198,1775639394.6569746
0.7957525337156763,0.8682690517104754,1775639394.6590848
0.7970734616163556,0.8696957615050132,1775639394.6611145
0.7983517789395936,0.8711279398710106,1775639394.663207
0.799672706840273,0.8725575433654327,1775639394.6651993
0.800951024163511,0.8739885769971177,1775639394.6672542
0.8023145626416316,0.8754271456682547,1775639394.6694
0.8035928799648696,0.8768660968127101,1775639394.6714573
0.8048285867106664,0.8783037255274286,1775639394.6734605
0.8061069040339044,0.8797455652335568,1775639394.6755404
0.8073000002022599,0.8811892849893367,1775639394.6775956
0.8086209281029393,0.8826318529768153,1775639394.6796284
0.8111349521719741,0.8840817387908294,1775639394.681774
0.8123706589177708,0.8855310428267492,1775639394.6838207
0.8136489762410088,0.8869795668785768,1775639394.685824
0.8150551252965706,0.8884322646484294,1775639394.687912
0.8163334426198088,0.889886342620825,1775639394.68996
0.8176117599430468,0.891341216216009,1775639394.6920445
0.8190179089986086,0.8928005821262948,1775639394.694115
0.8203388368992879,0.8942620288915177,1775639394.6961856
0.8217023753774084,0.8957213758863111,1775639394.6981945
0.8230659138555291,0.8971871605158671,1775639394.7003043
0.8244294523336495,0.8986506376650014,1775639394.7023103
0.8257503802343289,0.9001168480303627,1775639394.704403
0.8271565292898907,0.9015880577406381,1775639394.7064824
0.82847745719057,0.903062541046815,1775639394.7085927
0.8298409956686906,0.904534248196183,1775639394.7105937
0.8312471447242524,0.9060102705163224,1775639394.712672
0.8326959043572555,0.9074879971498573,1775639394.7147555
0.8341020534128174,0.9089656543295208,1775639394.7167964
0.8354655918909379,0.9104476961876775,1775639394.718871
0.8368717409464997,0.9119793919217942,1775639394.7212675
0.8383631111569442,0.9134638801047376,1775639394.7230716
0.8397266496350647,0.9149498620709744,1775639394.725146
0.8426667794785122,0.9173454571367138,1775639394.7286077
0.844072928534074,0.9188404124397316,1775639394.7306073
0.8455216881670772,0.9203362274780343,1775639394.7326815
0.8469704478000802,0.9218302501803228,1775639394.7346807
0.8482913757007595,0.9233282371713818,1775639394.7367494
0.8496549141788802,0.9248290728961266,1775639394.738849
0.8511462843893245,0.9263333467769264,1775639394.7410023
0.8525524334448863,0.9278449667129008,1775639394.7434533
0.853915971923007,0.9293630543110359,1775639394.7455423
0.8553221209785687,0.930869161656843,1775639394.7472103
0.8567708806115718,0.9323802526618079,1775639394.7492454
0.8582622508220162,0.9338859169542615,1775639394.7512183
0.8597110104550194,0.9353934310500801,1775639394.753236
0.8612023806654636,0.9369150705385496,1775639394.7553484
0.8626511402984668,0.9384280707587396,1775639394.7573845
0.8641425105089112,0.9399398051071979,1775639394.7594597
0.8655912701419143,0.9414572126201264,1775639394.7615333
0.8669974191974761,0.9429757754818455,1775639394.7636244
0.8684461788304793,0.9444927151758324,1775639394.7656202
0.8713010875190441,0.9460128073362448,1775639394.7677035
0.8726646259971648,0.9475354080810999,1775639394.7697508
0.8741133856301678,0.9490568991653684,1775639394.7718322
0.875562145263171,0.9505828828219853,1775639394.7738907
0.8770109048961741,0.952108903173503,1775639394.775949
0.8785022751066185,0.9536350853956983,1775639394.7779777
0.8799936453170628,0.9551681401235024,1775639394.7801163
0.8814850155275072,0.9567019664507201,1775639394.7834742
0.882891164583069,0.9582366097391353,1775639394.784246
0.8843399242160721,0.9597761846866263,1775639394.786334
0.8857460732716339,0.961527324672769,1775639394.7887373
0.8871522223271958,0.9630674576943716,1775639394.790741
0.8885583713827576,0.9646085686005585,1775639394.7927969
0.8900071310157607,0.9661529184204265,1775639394.7948923
